"Observation Report",

"Score Definition"
"5 = Excellent","4 = Good","3 = Neutral","2 = Need To Improved","1 = Not Observed"

SL,"Branch Name","Project Name","Entry Date","Data Submission Date","Activity Name",Year,Month,"Start Date","Start Time","End Date","End Time",Division,District,Upazila,Union,"Event Location","Event Village","Event Ward","Preparatory Work","Time management of the event was","Participants attention","Logistical arrangements","Relevancy of delivery of messages","Participants Feedback","Event Note","Submitted By"
5421,"Jashore Sadar",DCBTN-CIFF,,03-03-2021,"Interactive Popular Theatre Show (IPT)",0000,March,03-03-2021,09:00:05,03-03-2021,10:00:05,Khulna,Jashore,"Jashore sadar",Chanchra,"Monatosh School para",Sharapul,9,4,4,4,4,4,4,,
5422,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level CTC meeting",0000,January,27-01-2021,11:00:00,27-01-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Churamankati,"Churamonkati Union Parishad",Churamonkati,,4,4,3,4,4,3,,
5423,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level CTC meeting",0000,January,06-01-2021,11:00:00,06-01-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Chanchra,"Chanchra Union Parishad",Mahidia,,4,4,5,4,4,5,"One survivor has been found",
5424,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level LCL workshop",0000,September,15-09-2020,10:00:00,15-09-2020,13:00:00,Khulna,Jashore,"Jashore sadar",Ramnagar,"Ramnagar Union Parishad",Sutighata,,4,4,4,4,4,3,,
5425,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level LCL workshop",0000,September,29-09-2020,10:00:00,29-09-2020,13:00:00,Khulna,Jashore,"Jashore sadar",Narendrapur,"Narendrapur Union Parishad",Rupdia,,4,4,4,4,4,4,,
5426,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level LCL workshop",0000,November,26-11-2020,10:00:00,26-11-2020,13:00:00,Khulna,Jashore,"Jashore sadar",Kachua,"Kachua Union Parishad",Kachua,,5,4,5,4,4,4,,
5427,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level LCL workshop",0000,December,15-12-2020,10:00:00,15-12-2020,13:00:00,Khulna,Jashore,"Jashore sadar",Fathehpur,"Fathehpur Union Parishad",Chadpara,,5,4,4,4,4,3,,
5428,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level LCL workshop",0000,February,01-02-2021,10:00:00,01-02-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Noapara,"Noapara Union Parishad",Sekhhati,,4,4,3,4,4,3,,
5429,"Jashore District Office",DCBTN-CIFF,,02-03-2021,"Union level LCL workshop",0000,February,15-02-2021,10:00:00,15-02-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Upasahar,"Upsahar Union Paeishad",,,4,4,4,4,4,3,"LCL Workshop was so much responsive.",
5430,"Jashore Sadar",DCBTN-CIFF,,02-03-2021,"Interactive Popular Theatre Show (IPT)",0000,March,02-03-2021,10:30:39,02-03-2021,11:30:07,Khulna,Jashore,"Jashore sadar",Churamankati,"Bishas para Shad ali ",Churamankati,8,4,4,4,4,4,4,"Most of the people were of the opinion that this program is very good which is brought by BRAC",
5431,"Jashore Sadar",DCBTN-CIFF,,02-03-2021,"Interactive Popular Theatre Show (IPT)",0000,March,02-03-2021,09:00:27,02-03-2021,10:00:27,Khulna,Jashore,"Jashore sadar",Churamankati,"Churamankati North Para",Churamankati,8,5,5,5,5,5,5,"Most of the people were of the opinion that this program is very good which is brought by BRAC",
5432,Bagharpara,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,December,24-12-2020,10:30:51,24-12-2020,13:30:51,Khulna,Jashore,Bagherpara,Jamdia,,Vitabolla,8,4,4,4,4,4,4,,
5433,Bagharpara,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,October,19-10-2020,10:09:09,19-10-2020,13:25:54,Khulna,Jashore,Bagherpara,Dhalgram,,Dhalgram,4,5,5,5,5,5,5,"Workshop Start timely. Participants attend timely",
5434,Bagharpara,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,September,23-09-2020,10:20:15,23-09-2020,13:20:15,Khulna,Jashore,Bagherpara,Dohakula,,Boharampur,9,4,4,4,4,4,4,,
5435,Bagharpara,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,26-11-2020,10:20:58,26-11-2020,12:30:58,Khulna,Jashore,Bagherpara,Basuari,,Basuary,5,4,4,4,4,4,4,,
5436,Bagharpara,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,January,13-01-2021,10:17:11,13-01-2021,12:27:41,Khulna,Jashore,Bagherpara,Roypur,,Roypur,3,4,4,4,4,4,4,,
5437,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Interactive Popular Theatre Show (IPT)",0000,February,28-02-2021,04:00:09,28-02-2021,05:30:09,Khulna,Jashore,Chougachha,Sukpukhuria,"Anil Mazer para","Pura para ",6,4,4,4,4,4,4,"The drama is so good that dramas that will help people become aware should be repeated",
5438,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Interactive Popular Theatre Show (IPT)",0000,February,28-02-2021,02:30:53,28-02-2021,03:40:00,Khulna,Jashore,Chougachha,Sukpukhuria,"Molin bhai South para","Pura para ",6,4,4,5,5,5,5,"The drama is so good that it will help people to be aware",
5439,Bagharpara,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,December,14-12-2020,10:12:20,14-12-2020,12:12:20,Khulna,Jashore,Bagherpara,Darajhat,,Darajhat,3,4,4,4,4,4,4,,
5440,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Interactive Popular Theatre Show (IPT)",0000,February,28-02-2021,01:00:09,28-02-2021,02:20:09,Khulna,Jashore,Chougachha,Sukpukhuria,"Ramjan ali Gopinathpur para",Bittipara,6,4,4,4,4,4,4,"The drama is so good that it will help people to be aware",
5441,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Interactive Popular Theatre Show (IPT)",0000,February,28-02-2021,11:20:24,28-02-2021,12:40:24,Khulna,Jashore,Chougachha,Sukpukhuria,"Hamza house East para",Bittipara,6,5,5,4,4,5,5,,
5442,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Interactive Popular Theatre Show (IPT)",0000,February,28-02-2021,09:30:07,28-02-2021,11:00:07,Khulna,Jashore,Chougachha,Sukpukhuria,"Ekramul islam bittipara ",Bittipara,6,5,5,5,5,4,4,,
5443,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,January,26-01-2021,10:13:52,26-01-2021,01:12:52,Khulna,Jashore,Sharsha,Lakshmanpur,Bazar,Lakshmanpur,02,4,4,4,4,4,4,,
5444,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,December,02-12-2020,10:00:10,02-12-2020,01:00:10,Khulna,Jashore,Sharsha,Dihi,School,Dihi,01,4,4,4,4,4,4,,
5445,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,November,24-11-2020,10:14:38,24-11-2020,01:08:38,Khulna,Jashore,Sharsha,Nizampur,School,Nizampur,11,4,4,4,4,4,4,,
5446,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,October,14-10-2020,10:13:25,14-10-2020,01:10:25,Khulna,Jashore,Sharsha,Ulshi,School,Ulshi,09,4,4,4,4,4,4,,
5447,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,August,27-08-2020,10:15:43,27-08-2020,01:15:43,Khulna,Jashore,Sharsha,Benapole,Bazar,Benapole,04,4,4,4,4,4,4,,
5448,Sharsha,DCBTN-CIFF,,01-03-2021,"Upazila level CTC meeting",0000,February,25-02-2021,10:04:37,25-02-2021,12:22:37,Khulna,Jashore,Sharsha,Sharsha,,Sharsha,,4,4,4,4,4,4,,
5449,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,18-02-2021,10:55:43,18-02-2021,13:39:43,Khulna,Jashore,Sharsha,Dihi,School,Dihi,01,4,4,4,4,4,4,,
5450,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,08-02-2021,10:00:00,08-02-2021,15:52:57,Khulna,Jashore,Keshabpur,Bidyanandakati,"Taghori Bazar","Taghori Village",2,5,5,5,5,5,5,"It is a Good think  that brac Working  to prevent human trafficking.",
5451,Sharsha,DCBTN-CIFF,,01-03-2021,"Pourosava CTC meeting ",0000,February,16-02-2021,10:00:32,16-02-2021,12:50:32,Khulna,Jashore,Sharsha,Benapole,,"Benapole Pourosava",,4,4,4,4,4,4,,
5452,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,04-02-2021,10:00:00,04-02-2021,01:00:00,Khulna,Jashore,Keshabpur,Keshabpur,"Sujapur Village",Sujapur,7,5,5,5,5,5,5,"It is a Good think that brac working  to prevent human trafficking.",
5453,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,16-02-2021,10:09:05,16-02-2021,12:31:05,Khulna,Jashore,Sharsha,Benapole,Bazar,Benapole,04,4,4,4,4,4,4,,
5454,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,10-02-2021,10:17:30,10-02-2021,12:43:30,Khulna,Jashore,Sharsha,Bahadurpur,,Bahadurpur,03,4,4,4,4,4,4,,
5455,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,December,23-12-2021,10:00:00,23-12-2021,01:00:00,Khulna,Jashore,Keshabpur,Trimohini,"Trimohoni Bazar",Trimohoni,5,5,5,5,5,5,5,"It is a Good think that brac working to prevent human trafficking,",
5456,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,11-02-2021,10:00:35,11-02-2021,12:29:35,Khulna,Jashore,Sharsha,Goga,Bazar,Goga,06,4,4,4,4,4,4,,
5457,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,25-11-2021,10:00:00,25-11-2021,01:00:00,Khulna,Jashore,Keshabpur,Bidyanandakati,"Taghori Bazar",Taghori,4,5,5,5,5,5,5,"It is a Good think that brac working to prevent humna trafficking.",
5458,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,10-02-2021,10:13:11,10-02-2021,01:02:11,Khulna,Jashore,Sharsha,Bagachra,Bazar,Bagachra,08,4,4,4,4,4,4,,
5459,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,December,28-12-2020,10:10:34,28-12-2020,13:00:34,Khulna,Jashore,Sharsha,Sharsha,Bazar,Sharsha,10,4,4,4,4,4,4,,
5460,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,October,28-10-2020,10:00:00,28-10-2021,01:00:00,Khulna,Jashore,Keshabpur,Keshabpur,"Sujapur Village",Sujapur,4,5,5,5,5,5,5,"It is a Good think  that brac working to prevent human trafficking",
5461,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,December,24-12-2020,10:10:00,24-12-2020,01:24:00,Khulna,Jashore,Sharsha,Putkhali,School,Putkhali,05,4,4,4,4,4,4,,
5462,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,December,10-12-2020,10:10:54,10-12-2020,01:16:54,Khulna,Jashore,Sharsha,Ulshi,School,Ulshi,09,4,4,4,4,4,4,,
5463,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,November,09-11-2020,10:00:00,09-11-2020,01:00:00,Khulna,Jashore,Keshabpur,Keshabpur," Bazar",Hasanpur,,5,5,5,5,5,5,"It is a Good think that brac working to prevent human trafficking.",
5464,"Jashore District Office",DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,March,01-03-2021,10:00:00,01-03-2021,13:00:00,Khulna,Jashore,"Jashore sadar",Kashimpur,"Kashimpur Union Parishad",Kashimpur,,5,4,4,4,4,3,,
5465,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,December,08-12-2020,10:00:45,08-12-2020,01:08:45,Khulna,Jashore,Sharsha,Lakshmanpur,Bazar,Lakshmanpur,02,4,4,4,4,4,4,,
5466,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,February,16-02-2021,10:00:00,16-02-2021,01:00:00,Khulna,Jashore,Keshabpur,Sagardari,"Sagardari Bazar",Sagardari,3,5,5,5,5,5,5,"It is aGood  think that brac working to prevent human trafficking.",
5467,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,January,12-01-2021,10:15:20,12-01-2021,13:15:20,Khulna,Jashore,Chougachha,Singhajhuli,"Near Singhajhuli High School",Singhajhuli,3,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5468,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,December,08-12-2020,10:00:13,08-12-2020,13:30:13,Khulna,Jashore,Chougachha,Swarupdaha,,Swarupdaha,5,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5469,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,February,10-02-2021,10:00:00,10-02-2021,01:00:00,Khulna,Jashore,Keshabpur,Sufalakati,"Kolagasi Bazar","Arua ",3,5,5,5,5,5,5,"It is a Good think that brac working to prevent human trafficking.",
5470,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,November,19-11-2020,10:10:03,19-11-2020,13:30:03,Khulna,Jashore,Chougachha,Pashapole,"Near Dashpakiya High School",Dashpakiya,6,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5471,Keshabpur,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,January,27-01-2021,10:00:00,27-01-2021,01:00:00,Khulna,Jashore,Keshabpur,Mongolkot,"Mongolkot Bazar",Mongolkot,4,5,5,5,5,5,5,"it is a Good thinkthat brac working to prevent human trafficking.",
5472,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,October,21-10-2020,10:00:29,21-10-2020,13:30:29,Khulna,Jashore,Chougachha,Dhuliani,"Near Dhuliani Bazzar",Dhuliani,9,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5473,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level LCL workshop",0000,August,25-08-2020,10:14:20,25-08-2020,13:14:20,Khulna,Jashore,Chougachha,Patibila,"Near Patibila Bazzar",Patibila,4,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5474,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,25-02-2021,11:00:59,25-02-2021,13:25:59,Khulna,Jashore,Chougachha,Sukpukhuria,"Near Ramkrinopur High School",Ramkrisnopur,5,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5475,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,18-02-2021,11:00:41,18-02-2021,13:30:41,Khulna,Jashore,Chougachha,Narayanpur,"Near Narayanpur High School",Narayanpur,7,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5476,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,30-11-2020,10:00:29,30-11-2020,01:04:29,Khulna,Jashore,Sharsha,Dihi,School,Dihi,01,4,4,4,4,4,4,,
5477,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,23-11-2020,10:00:14,23-11-2020,12:48:14,Khulna,Jashore,Sharsha,Bahadurpur,,Bahadurpur,03,4,4,4,4,4,4,,
5478,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,10-02-2021,14:30:05,10-02-2021,16:30:05,Khulna,Jashore,Chougachha,Chougachha,"Near Kuarpara",Kuarpara,3,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5479,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,18-11-2020,10:10:00,18-11-2020,12:34:53,Khulna,Jashore,Sharsha,Goga,Bazar,Goga,06,4,4,4,4,4,4,,
5480,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,17-11-2020,10:10:09,17-11-2020,12:27:24,Khulna,Jashore,Sharsha,Benapole,Bazar,Benapole,04,4,4,4,4,4,5,,
5481,Sharsha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,November,16-11-2020,10:00:00,16-11-2020,12:00:00,Khulna,Jashore,Sharsha,Bagachra,Bazar,Bagachra,08,4,4,4,4,4,4,,
5482,Chaugaschha,DCBTN-CIFF,,01-03-2021,"Union level CTC meeting",0000,February,10-02-2021,10:50:10,10-02-2021,13:34:55,Khulna,Jashore,Chougachha,Dhuliani,"Near Dhuliani Bazar",Dhuliani,9,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5483,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,16-02-2021,03:30:00,16-02-2021,04:30:00,Khulna,Jashore,Abhaynagar,Chalishia,"Neer davmondher dumurtola",Dumurtola,1,5,5,5,4,4,5,"Overall it was excellent ",
5484,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,16-02-2021,02:00:00,16-02-2021,03:00:00,Khulna,Jashore,Abhaynagar,Chalishia,,Bathveta,3,4,4,4,4,4,4,Good,
5485,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,16-02-2021,12:00:00,16-02-2021,01:00:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Bathveta (dokhenpara)",,4,4,4,4,3,4,,
5486,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,16-02-2021,10:30:00,16-02-2021,11:30:00,Khulna,Jashore,Abhaynagar,Chalishia,,Bathveta,,4,4,4,4,3,4,,
5487,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,16-02-2021,09:00:00,16-02-2021,10:00:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Bathveta (raipara)",,4,4,4,4,4,4,,
5488,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,03:30:00,15-02-2021,04:30:00,Khulna,Jashore,Abhaynagar,,Powrosova,Jaforpur,,5,4,4,4,4,4,"Overall  good",
5489,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,02:00:00,15-02-2021,03:00:00,Khulna,Jashore,Abhaynagar,,Powrosova,Sahhabpara,,4,4,4,4,3,4,,
5490,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,12:00:00,15-02-2021,01:00:00,Khulna,Jashore,Abhaynagar,,"Powrosova  (Neer brac office) ","Durghapur (taltola)",,5,4,4,4,4,4,Fine,
5491,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,10:30:00,15-02-2021,11:30:00,Khulna,Jashore,Abhaynagar,,Powrosova,Durghapur,,4,4,4,4,4,4,,
5492,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,15-02-2021,09:00:00,15-02-2021,10:00:00,Khulna,Jashore,Abhaynagar,,Powrosova,Durghapur,,5,5,4,4,4,4,Good,
5493,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,03:30:00,09-02-2021,04:30:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Onontonagar (baghda)",,5,5,5,4,4,4,"Overall it was excellent",
5494,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,02:00:00,09-02-2021,03:00:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Charabotola (chalisa)",,5,4,4,4,4,4,"Overall  it was good",
5495,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,12:00:00,09-02-2021,01:00:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Bolarabath (dhokhenpara)",,4,3,4,4,4,4,,
5496,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,10:30:00,09-02-2021,11:30:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Bolarabath (moddhopara)",,4,4,4,4,3,4,,
5497,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,09-02-2021,09:00:00,09-02-2021,10:00:00,Khulna,Jashore,Abhaynagar,Chalishia,,"Bolarabath (utorpara)",,4,4,4,4,4,4,"Overall  is nice",
5498,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,07-02-2021,03:30:00,07-02-2021,04:30:00,Khulna,Jashore,Abhaynagar,,Powrosova,Sahhabpara,,4,4,4,4,4,4,,
5499,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,07-02-2021,02:00:00,07-02-2021,03:00:00,Khulna,Jashore,Abhaynagar,,Powrosova,Moyalamtola,9,4,4,4,4,4,4,,
5500,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,07-02-2021,12:00:00,07-02-2021,01:00:00,Khulna,Jashore,Abhaynagar,,Powrosova,Moyalamtola(purbopara),9,4,4,4,4,4,4,Fine,
5501,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,07-02-2021,10:30:00,07-02-2021,11:30:00,Khulna,Jashore,Abhaynagar,,Powrosova,Moyalamtola(utorpara),,4,4,4,4,3,4,,
5502,Abhaynagar,DCBTN-CIFF,,28-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,07-02-2021,09:00:00,07-02-2021,10:00:00,Khulna,Jashore,Abhaynagar,," Powrosova, Moyalamtola",,,4,4,4,4,4,4,"Allover nice",
5503,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,January,28-01-2021,11:15:05,28-01-2021,13:15:05,Khulna,Jashore,Chougachha,Patibila,"Near Patibila high School & Bazar",Patibila,4,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5504,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,December,21-12-2020,11:07:44,21-12-2020,01:25:44,Khulna,Jashore,Chougachha,Hakimpur,"Near Hakimpur Bazar",Hakimpur,4,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5505,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,December,17-12-2020,10:58:22,17-12-2020,13:58:22,Khulna,Jashore,Chougachha,Fulsara,"Near Saluya Bazar",Saluya,7,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5506,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,November,30-11-2020,11:00:28,30-11-2020,13:30:28,Khulna,Jashore,Chougachha,Chougachha," Near Kuarpara Bazar",Kuarpara,1,5,5,5,5,5,5,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
",
5507,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,November,26-11-2020,10:27:06,26-11-2020,12:30:30,Khulna,Jashore,Chougachha,Jagadishpur,"Near Cotton devolopment bord",Jagodishpur,1,4,4,4,4,4,4,"It is a good thing that BRAC is working to prevent human trafficking",
5508,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,November,25-11-2020,10:10:28,25-11-2020,13:04:28,Khulna,Jashore,Chougachha,Dhuliani,"Near Dhuliani Bazar",Dhuliani,9,4,4,4,4,4,4,"It is a good thing that BRAC is working to prevent human trafficking.											
											
											
	It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
										
It is a good thing that BRAC is working to prevent human trafficking.											
											
											
											
It is a good thing that BRAC is working to prevent human trafficking. ",
5509,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,November,16-11-2020,10:00:10,16-11-2020,12:30:10,Khulna,Jashore,Chougachha,Sukpukhuria,"Near by Ramkrisnopur High School",Ramkrisnopur,5,4,4,4,4,4,4,"It is a good thing that BRAC is working to prevent human trafficking",
5510,Chaugaschha,DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,February,25-02-2021,09:00:36,25-02-2021,12:30:36,Khulna,Jashore,Chougachha,Jagadishpur,"Near by Jagadishpur Primary School",Jagodishpur,9,5,5,5,5,5,5,,
5511,Jhikargasa,DCBTN-CIFF,,28-02-2021,"Upazila level CTC meeting",0000,February,08-02-2021,11:00:41,08-02-2021,14:30:41,Khulna,Jashore,Jhikargacha,,"Jhikargasa upozila porishod",Krinonogor,,4,4,4,4,4,4,,
5512,Jhikargasa,DCBTN-CIFF,,28-02-2021,"Union level LCL workshop",0000,January,25-01-2021,10:30:54,25-01-2021,14:19:54,Khulna,Jashore,Jhikargacha,Nibaskhola,"Shiordah bazer",Shiordha,,4,4,4,4,4,3,,
5513,Jhikargasa,DCBTN-CIFF,,28-02-2021,"Union level LCL workshop",0000,December,07-12-2020,10:30:48,07-12-2020,13:44:48,Khulna,Jashore,Jhikargacha,Gangananda,"Chutipur bazer jamtola mor",Chutipur,5,4,4,4,4,4,4,,
5514,Jhikargasa,DCBTN-CIFF,,28-02-2021,"Union level LCL workshop",0000,November,23-11-2020,10:30:00,23-11-2020,13:41:00,Khulna,Jashore,Jhikargacha,Magura,School,"Dohor magura",4,4,4,4,4,4,4,,
5515,Jhikargasa,DCBTN-CIFF,,28-02-2021,"Union level LCL workshop",0000,October,12-10-2020,10:30:08,12-10-2020,14:10:08,Khulna,Jashore,Jhikargacha,Shimulia,"Shimulia bazer",Shimulia,6,4,4,4,4,4,4,,
5516,Jhikargasa,DCBTN-CIFF,,28-02-2021,"Union level LCL workshop",0000,August,26-08-2020,10:24:36,26-08-2020,13:24:36,Khulna,Jashore,Jhikargacha,Nabharan,"Akik school",Navaron,1,4,4,4,4,4,4,,
5517,"Jashore District Office",DCBTN-CIFF,,28-02-2021,"Union level CTC meeting",0000,February,23-02-2021,10:30:26,23-02-2021,12:41:00,Khulna,Jashore,Abhaynagar,Payra,"Paira bazer","Paira bazer",00,4,4,4,4,4,5,"Over oll  is good",
5518,"Jashore District Office",DCBTN-CIFF,,28-02-2021,"Pourosava CTC meeting ",0000,February,03-02-2021,03:00:00,03-02-2021,05:15:00,Khulna,Jashore,Abhaynagar,,"Out side of Press club",00,00,4,5,5,4,5,5,"That was very good",
5519,"Jashore District Office",DCBTN-CIFF,,27-02-2021,"Interactive Popular Theatre Show (IPT)",0000,February,22-02-2021,04:30:00,22-02-2021,05:20:00,Khulna,Jashore,Sharsha,Sharsha,"Sorupdha,Sharsha ",Sorupdha,7,3,4,2,4,2,4,,
